,Unnamed: 0,Date,region,type,4046,4225,4770,year,TotalVolume,Price,Prop,month
2196,16937,2017-07-23,SanDiego,organic,784.86,8530.78,0.0,2017,13629.65,2.31,0.02906111220563945,7
3289,18030,2018-01-21,Plains,organic,3266.67,17088.92,9.85,2018,65835.39,1.69,0.02894586612546535,1
3446,18187,2018-01-14,StLouis,organic,2054.96,1185.62,0.0,2018,8138.94,1.97,0.04538490547920127,1
1943,16684,2017-04-30,Portland,organic,6225.21,3347.84,97.16,2017,44526.5,1.11,0.04522151764455229,4
3320,18061,2018-02-25,RichmondNorfolk,organic,485.27,3316.06,59.58,2018,18023.03,1.42,0.06106800005190938,2
741,15482,2017-01-01,Detroit,organic,593.56,6565.28,0.0,2017,7545.82,1.77,0.015457721825289594,1
1631,16372,2017-03-19,NorthernNewEngland,organic,168.09,170.68,0.0,2017,16064.02,1.86,0.04049650508840075,3
2935,17676,2018-03-04,California,organic,34245.39,67952.25,0.0,2018,239135.67,1.57,0.03659493788180679,3
1164,15905,2017-01-08,LasVegas,organic,1287.54,2376.07,0.0,2017,10641.19,1.22,0.025224464330456664,1
846,15587,2017-01-08,GreatLakes,organic,4237.93,57604.54,0.0,2017,100134.77,1.55,0.024028866977132246,1
2031,16772,2017-09-03,RichmondNorfolk,organic,654.67,3231.63,56.08,2017,12472.67,2.05,0.056570617741818825,9
415,15156,2017-02-26,Charlotte,organic,220.32,3918.45,541.98,2017,8500.37,1.7,0.03399422835120813,2
153,14894,2017-02-05,BaltimoreWashington,organic,1373.51,6610.53,202.88,2017,17974.51,1.85,0.015124724147172253,2
249,14990,2017-04-16,Boston,organic,67.56,1173.89,0.0,2017,17641.48,2.0,0.028935103973771862,4
139,14880,2017-05-14,BaltimoreWashington,organic,1025.83,12713.64,262.83,2017,25181.71,2.11,0.033259237277739495,5
3095,17836,2018-02-04,Indianapolis,organic,275.47,1302.43,0.0,2018,9773.21,1.36,0.028310451305766593,2
2246,16987,2017-08-13,SanFrancisco,organic,8857.4,8680.4,0.0,2017,22296.14,2.57,0.02642687517627884,8
1660,16401,2017-09-03,Orlando,organic,439.16,1794.3,0.0,2017,5470.24,2.45,0.018151433586768632,9
1207,15948,2017-03-19,LosAngeles,organic,11812.81,38905.35,19.1,2017,135636.51,1.25,0.04720240184417057,3
1411,16152,2017-05-14,Nashville,organic,556.49,2648.6,0.0,2017,16265.74,0.87,0.06732796707143696,5
1732,16473,2017-04-23,Philadelphia,organic,2318.43,5746.83,0.0,2017,15607.14,2.17,0.04114762754167112,4
219,14960,2017-11-12,Boston,organic,24.04,1429.61,0.0,2017,26148.28,1.87,0.03930651944286967,11
597,15338,2017-09-24,DallasFtWorth,organic,5819.22,535.85,0.0,2017,21508.67,1.68,0.022222160002296158,9
1145,15886,2017-05-21,LasVegas,organic,2887.66,3339.62,0.0,2017,8671.15,1.95,0.02371801699472797,5
1836,16577,2017-05-07,Pittsburgh,organic,937.13,25.33,0.0,2017,7538.29,1.51,0.03391404743815951,5
2238,16979,2017-10-08,SanFrancisco,organic,10832.88,8426.55,0.0,2017,20337.21,2.07,0.025388266881871457,10
3074,17815,2018-01-14,HartfordSpringfield,organic,122.85,4410.11,0.0,2018,14448.86,2.02,0.04759597167299068,1
2757,17498,2017-12-24,West,organic,30630.73,38800.38,84.09,2017,232395.98,1.66,0.043444408156021234,12
390,15131,2017-08-20,Charlotte,organic,92.36,4682.08,200.75,2017,10482.69,2.48,0.047015630165542666,8
274,15015,2017-10-29,BuffaloRochester,organic,216.82,114.69,0.0,2017,12759.88,1.35,0.09481613188304894,10
729,15470,2017-03-26,Detroit,organic,645.5,5540.45,0.0,2017,42853.44,0.65,0.12909200089673334,3
422,15163,2017-01-08,Charlotte,organic,235.17,4456.81,620.22,2017,11737.62,1.49,0.05079537715079163,1
1460,16201,2017-06-11,NewOrleansMobile,organic,399.62,5.92,0.0,2017,515.01,2.19,0.0016442961066283068,6
503,15244,2017-07-02,CincinnatiDayton,organic,201.06,4916.62,0.0,2017,27470.57,1.28,0.0755603819309637,7
1613,16354,2017-07-23,NorthernNewEngland,organic,14.18,254.59,0.0,2017,20654.13,1.59,0.042539295308281384,7
3078,17819,2018-03-11,Houston,organic,8456.51,165.94,0.0,2018,40506.15,1.26,0.029675229964964186,3
1975,16716,2017-09-24,RaleighGreensboro,organic,130.85,4470.68,116.31,2017,14971.31,2.38,0.05197789122725727,9
3506,18247,2018-01-14,WestTexNewMexico,organic,1527.63,2981.04,727.01,2018,16205.22,1.93,0.0167554727407927,1
2923,17664,2018-03-04,BuffaloRochester,organic,1197.38,159.65,0.0,2018,8580.63,1.38,0.04854093714466745,3
3483,18224,2018-01-07,TotalUS,organic,129541.43,296490.29,1289.07,2018,1517332.7,1.51,0.03969945762144045,1
2515,17256,2017-07-16,Spokane,organic,324.26,1828.38,4.18,2017,3536.14,2.55,0.03944441792115627,7
1597,16338,2017-11-12,NorthernNewEngland,organic,5.12,317.19,0.0,2017,19234.13,1.8,0.027445800012622645,11
2864,17605,2018-02-25,Albany,organic,816.56,532.59,0.0,2018,5356.63,1.56,0.04885852687158332,2
367,15108,2017-01-22,California,organic,28034.89,54342.56,6.18,2017,136422.97,1.53,0.016456798896957614,1
2557,17298,2017-10-01,StLouis,organic,26.77,913.31,0.0,2017,6583.11,2.36,0.04834845736626703,10
977,15718,2017-07-23,Houston,organic,11852.73,26.26,0.0,2017,40100.89,1.41,0.0355222999797854,7
1383,16124,2017-11-26,Nashville,organic,50.44,1862.68,0.0,2017,5631.95,1.57,0.03403855783297216,11
2606,17347,2017-10-29,Syracuse,organic,78.85,61.04,0.0,2017,7073.65,1.35,0.11654400437597112,10
3440,18181,2018-02-25,StLouis,organic,1546.57,774.53,0.0,2018,7970.31,1.69,0.04050010244044022,2
3502,18243,2018-02-11,WestTexNewMexico,organic,1924.28,1368.32,0.0,2018,15986.17,1.57,0.014694005191820403,2
2747,17488,2017-02-26,TotalUS,organic,150448.17,368526.18,3747.77,2017,1436663.15,1.21,0.037369834785280776,2
1716,16457,2017-08-13,Philadelphia,organic,1014.45,4880.17,11.82,2017,22362.31,1.79,0.05477559024644507,8
882,15623,2017-05-07,HarrisburgScranton,organic,306.07,273.03,8.13,2017,10754.06,2.08,0.03447534217323533,5
3214,17955,2018-02-11,Northeast,organic,10690.15,28304.93,798.88,2018,233976.66,1.69,0.03946899546802996,2
2707,17448,2017-12-03,TotalUS,organic,99317.88,269450.85,1108.2,2017,1119325.0,1.62,0.032032352267990394,12
1293,16034,2017-08-06,MiamiFtLauderdale,organic,11.67,44.02,0.0,2017,4140.12,1.5,0.00819347016770755,8
840,15581,2017-02-19,GreatLakes,organic,4432.89,66308.19,0.0,2017,226000.27,0.9,0.06627142805625474,2
150,14891,2017-02-26,BaltimoreWashington,organic,1273.89,7291.17,302.05,2017,16773.14,1.93,0.020180638609312074,2
482,15223,2017-11-26,CincinnatiDayton,organic,133.12,2991.52,0.0,2017,8466.46,1.69,0.04877851207234263,11
1543,16284,2017-11-19,Northeast,organic,10459.16,25861.92,114.95,2017,204565.99,1.84,0.052651001854804765,11
557,15298,2017-06-25,Columbus,organic,327.31,1745.64,0.0,2017,6043.34,1.28,0.02417535881866717,6
426,15167,2017-12-17,Chicago,organic,946.46,21147.93,0.0,2017,44435.16,1.39,0.06687118073026166,12
2954,17695,2018-01-14,Charlotte,organic,17.87,7132.92,241.85,2018,19522.15,1.45,0.0720952657645878,1
3500,18241,2018-02-25,WestTexNewMexico,organic,1974.26,2482.65,0.0,2018,18421.24,1.57,0.02015248364446676,2
3150,17891,2018-03-11,MiamiFtLauderdale,organic,71.89,283.8,0.0,2018,7949.82,1.35,0.008866976513725033,3
704,15445,2017-09-17,Detroit,organic,432.3,3502.18,0.0,2017,17461.53,1.85,0.07008895580339293,9
2453,17194,2017-09-17,Southeast,organic,2089.25,17722.64,103.36,2017,71648.47,2.33,0.02480697184346159,9
299,15040,2017-05-07,BuffaloRochester,organic,0.0,650.65,0.0,2017,7609.96,2.19,0.04173129064263836,5
3419,18160,2018-02-04,Southeast,organic,1589.03,16827.96,118.89,2018,96702.5,1.44,0.012702089401727236,2
948,15689,2017-02-05,HartfordSpringfield,organic,94.97,7579.97,23.39,2017,14825.89,1.79,0.02957085816380045,2
796,15537,2017-12-24,GreatLakes,organic,3530.25,45287.61,0.0,2017,170025.26,1.5,0.05610064375097423,12
2560,17301,2017-09-10,StLouis,organic,101.21,1107.34,0.0,2017,5157.52,2.69,0.025443601239067748,9
2886,17627,2018-03-11,BaltimoreWashington,organic,1885.84,6874.81,96.69,2018,48044.77,1.44,0.05206270735783247,3
1029,15770,2017-07-30,Indianapolis,organic,91.93,1707.14,0.0,2017,9743.5,1.49,0.057562257449537364,7
117,14858,2017-10-15,BaltimoreWashington,organic,939.94,8821.8,68.85,2017,56559.22,1.6,0.07808491509239035,10
1776,16517,2017-06-25,PhoenixTucson,organic,3115.66,3197.41,0.0,2017,9483.22,1.94,0.007857466494727183,6
625,15366,2017-03-12,DallasFtWorth,organic,8206.31,408.03,0.0,2017,25049.48,1.11,0.020949808076956792,3
2293,17034,2017-09-24,Seattle,organic,846.0,8040.13,18.99,2017,23238.29,2.83,0.05947750490706327,9
1601,16342,2017-10-15,NorthernNewEngland,organic,0.0,202.17,0.0,2017,23800.97,1.64,0.07387816236864353,10
3269,18010,2018-03-18,Pittsburgh,organic,991.86,30.88,0.0,2018,13856.99,1.36,0.0653312035575051,3
1098,15839,2017-04-09,Jacksonville,organic,1083.93,337.22,12.68,2017,2942.87,2.07,0.0190715386026159,4
3016,17757,2018-03-25,Detroit,organic,687.46,2729.79,0.0,2018,20507.49,1.43,0.04116771882367076,3
3128,17869,2018-02-25,LosAngeles,organic,10382.97,35406.21,0.0,2018,90985.4,1.74,0.029153183385303264,2
2553,17294,2017-10-29,StLouis,organic,14.42,924.45,0.0,2017,6098.89,1.8,0.043412267165576335,10
3070,17811,2018-02-11,HartfordSpringfield,organic,23.95,4455.68,8.38,2018,11883.93,2.1,0.03259302340633874,2
1694,16435,2017-01-08,Orlando,organic,521.24,35.6,0.0,2017,6429.15,1.26,0.020860443868999438,1
865,15606,2017-09-03,HarrisburgScranton,organic,388.23,311.47,17.81,2017,16442.23,1.72,0.0717152783638747,9
2578,17319,2017-05-07,StLouis,organic,19.6,2127.32,1.73,2017,5974.03,1.7,0.027060019719199583,5
970,15711,2017-09-10,Houston,organic,6537.25,20.37,0.0,2017,12934.91,1.8,0.011235528358544909,9
1842,16583,2017-03-26,Pittsburgh,organic,822.59,3.61,0.0,2017,10049.14,1.5,0.07867130102466202,3
3474,18215,2018-03-11,TotalUS,organic,129169.72,408763.5,1401.87,2018,1664234.88,1.52,0.039517530556108516,3
1809,16550,2017-11-12,Pittsburgh,organic,1130.66,17.72,0.0,2017,11369.3,1.45,0.1146245537483126,11
389,15130,2017-08-27,Charlotte,organic,66.38,4585.79,175.49,2017,9801.89,2.83,0.04491332757698252,8
2230,16971,2017-12-03,SanFrancisco,organic,8275.24,5745.39,0.0,2017,14737.28,2.07,0.01811388405476033,12
10,14751,2017-10-22,Albany,organic,3.52,268.83,0.0,2017,4337.67,1.49,0.058584101728538014,10
2701,17442,2017-01-08,Tampa,organic,285.78,50.14,0.0,2017,6520.7,1.21,0.018202628668720026,1
1648,16389,2017-11-26,Orlando,organic,87.84,727.01,0.0,2017,4800.66,1.65,0.017320418983946314,11
2717,17458,2017-09-24,TotalUS,organic,116338.61,237876.77,1182.85,2017,1125443.38,1.94,0.04368517696062735,9
137,14878,2017-05-28,BaltimoreWashington,organic,1009.57,13030.82,180.99,2017,24730.84,2.18,0.030763028041942087,5
537,15278,2017-11-12,Columbus,organic,590.03,1463.98,0.0,2017,8438.61,1.53,0.041189748057332,11
1120,15861,2017-11-12,LasVegas,organic,1320.88,1398.84,0.0,2017,8252.87,1.79,0.027548329921699418,11
2745,17486,2017-03-12,TotalUS,organic,152896.45,330081.75,3188.52,2017,1337596.89,1.38,0.04009802866040424,3
922,15663,2017-08-06,HartfordSpringfield,organic,37.14,4371.88,0.0,2017,13548.81,2.11,0.04911604915965928,8
468,15209,2017-02-26,Chicago,organic,799.29,37768.66,0.0,2017,46602.16,1.69,0.06459699628741122,2
1299,16040,2017-06-25,MiamiFtLauderdale,organic,325.3,1885.23,0.0,2017,5274.97,2.02,0.009676673088406362,6
1448,16189,2017-09-03,NewOrleansMobile,organic,222.83,202.3,0.0,2017,7148.98,1.5,0.030509827081048987,9
2406,17147,2017-08-06,SouthCentral,organic,34146.34,4622.76,0.0,2017,141584.65,1.48,0.02350220618345156,8
1496,16237,2017-10-08,NewYork,organic,6353.85,16664.55,133.03,2017,67166.62,2.06,0.057278654551611526,10
1193,15934,2017-06-25,LosAngeles,organic,10376.87,24717.88,0.0,2017,109872.63,1.37,0.029178453655191006,6
718,15459,2017-06-11,Detroit,organic,447.96,4744.42,0.0,2017,38355.38,0.92,0.1084722936706598,6
818,15559,2017-07-23,GreatLakes,organic,3639.54,80400.82,4.82,2017,208558.03,1.68,0.06470694644908193,7
2288,17029,2017-10-29,Seattle,organic,1118.1,11280.32,16.56,2017,26592.14,2.43,0.05552172345938522,10
1015,15756,2017-11-05,Indianapolis,organic,141.41,794.48,0.0,2017,7741.56,1.48,0.038354047198769226,11
2796,17537,2017-03-26,West,organic,36169.35,51398.72,139.55,2017,456645.91,0.9,0.06398122324479605,3
528,15269,2017-01-08,CincinnatiDayton,organic,323.43,6801.77,0.0,2017,12346.01,1.07,0.041516885750505717,1
190,14931,2017-05-28,Boise,organic,14.44,683.93,0.0,2017,4468.0,1.22,0.04259948381019396,5
2471,17212,2017-05-14,Southeast,organic,17886.01,19384.39,355.06,2017,69261.08,1.78,0.019079646790392316,5
2874,17615,2018-03-11,Atlanta,organic,590.29,5224.55,0.0,2018,23042.99,1.43,0.03205472266441678,3
2389,17130,2017-12-03,SouthCentral,organic,22085.74,3150.27,0.0,2017,106526.9,1.59,0.017337888829502934,12
1050,15791,2017-03-05,Indianapolis,organic,96.65,1207.83,0.0,2017,4647.85,1.35,0.02999587285289129,3
2449,17190,2017-10-15,Southeast,organic,1416.56,16951.37,118.81,2017,72393.25,1.99,0.024382011947114316,10
152,14893,2017-02-12,BaltimoreWashington,organic,1309.1,7233.7,244.98,2017,18596.41,1.85,0.01969601758715189,2
2386,17127,2017-12-24,SouthCentral,organic,22484.56,3829.0,0.0,2017,126306.81,1.47,0.023982592652477156,12
400,15141,2017-06-11,Charlotte,organic,285.37,4582.85,302.45,2017,9586.49,2.15,0.04098979172896844,6
3274,18015,2018-02-11,Pittsburgh,organic,919.6,20.32,0.0,2018,14630.14,1.34,0.11124539510823027,2
2382,17123,2017-01-15,SouthCarolina,organic,344.06,3697.15,253.5,2017,9692.83,1.45,0.02553371215106748,1
2272,17013,2017-02-12,SanFrancisco,organic,7271.61,8960.86,2.88,2017,19433.9,2.59,0.0247434130891292,2
2861,17602,2018-03-18,Albany,organic,275.89,297.96,0.0,2018,3154.45,1.66,0.029084235439903124,3
632,15373,2017-01-22,DallasFtWorth,organic,6279.44,1204.4,0.0,2017,29547.04,1.03,0.02091808173259113,1
2988,17729,2018-01-28,Columbus,organic,564.77,1557.33,0.0,2018,7669.31,1.43,0.03929100558213017,1
1683,16424,2017-03-26,Orlando,organic,1228.48,140.26,0.0,2017,8166.97,1.54,0.028165652304004918,3
377,15118,2017-11-19,Charlotte,organic,7.04,3853.79,131.39,2017,7918.52,2.13,0.04236099252809289,11
41,14782,2017-03-19,Albany,organic,503.14,175.98,0.0,2017,2763.38,1.87,0.028924410069753437,3
3469,18210,2018-01-21,Tampa,organic,76.66,407.09,0.0,2018,6871.05,1.52,0.011764603351862024,1
532,15273,2017-12-17,Columbus,organic,410.79,1349.75,1.15,2017,6639.05,1.56,0.039159329435006884,12
3316,18057,2018-03-25,RichmondNorfolk,organic,295.16,3478.97,81.25,2018,17340.49,1.42,0.05198649348718176,3
613,15354,2017-06-04,DallasFtWorth,organic,6369.58,4490.33,0.0,2017,42392.08,1.08,0.030981467384824657,6
504,15245,2017-06-25,CincinnatiDayton,organic,235.62,4991.16,0.0,2017,18586.45,1.46,0.05223873360816145,6
1330,16071,2017-11-26,Midsouth,organic,2273.75,31229.01,553.57,2017,117915.02,1.75,0.05086564938951177,11
1043,15784,2017-04-23,Indianapolis,organic,174.77,1385.03,0.0,2017,4590.91,1.62,0.021198381725094476,4
161,14902,2017-12-17,Boise,organic,28.34,552.03,0.0,2017,1797.04,1.79,0.026866636506535868,12
391,15132,2017-08-13,Charlotte,organic,33.0,4739.09,242.97,2017,10438.1,2.35,0.04740085242609393,8
2529,17270,2017-04-09,Spokane,organic,258.59,1820.91,0.0,2017,4857.02,1.76,0.03703348729959421,4
1996,16737,2017-04-30,RaleighGreensboro,organic,302.62,4790.79,293.52,2017,8391.71,2.76,0.026418237247683773,4
50,14791,2017-01-15,Albany,organic,82.3,328.02,0.0,2017,1982.65,1.84,0.021905578135898333,1
847,15588,2017-01-01,GreatLakes,organic,4104.86,69800.29,0.0,2017,104153.91,1.44,0.024057358201962642,1
3462,18203,2018-03-11,Tampa,organic,101.14,392.38,0.0,2018,8115.07,1.31,0.013780363448644084,3
3421,18162,2018-01-21,Southeast,organic,1379.6,16329.87,114.48,2018,105688.73,1.48,0.02088814082177848,1
1890,16631,2017-04-30,Plains,organic,2391.99,29776.85,1470.12,2017,69732.89,1.8,0.03243132260242265,4
1063,15804,2017-12-10,Jacksonville,organic,56.22,439.38,2.48,2017,2646.13,1.59,0.014375532502834963,12
3291,18032,2018-01-07,Plains,organic,2216.22,18281.23,17.08,2018,61712.85,1.72,0.028501560911430968,1
849,15590,2017-12-24,HarrisburgScranton,organic,181.5,240.0,0.0,2017,19059.5,1.46,0.08041043643466295,12
2502,17243,2017-10-15,Spokane,organic,103.65,1021.68,2.12,2017,2819.91,2.55,0.04265910880462187,10
2327,17068,2017-01-29,Seattle,organic,636.48,10502.66,58.27,2017,45744.02,1.22,0.05170714669228815,1
2693,17434,2017-03-05,Tampa,organic,1712.14,127.26,0.0,2017,3705.46,2.61,0.01250786961254968,3
1302,16043,2017-06-04,MiamiFtLauderdale,organic,1070.87,139.61,0.0,2017,5428.05,1.97,0.007828821425204247,6
1389,16130,2017-10-15,Nashville,organic,67.23,2947.41,0.0,2017,7545.78,1.96,0.04476449811964045,10
3097,17838,2018-01-21,Indianapolis,organic,281.81,1266.88,0.0,2018,9495.46,1.48,0.03903939856830396,1
1502,16243,2017-08-27,NewYork,organic,4774.28,24947.05,93.05,2017,73865.51,2.13,0.06287212043697342,8
2641,17382,2017-02-26,Syracuse,organic,0.0,207.99,0.0,2017,1336.09,1.79,0.021634453850228,2
12,14753,2017-10-08,Albany,organic,23.15,341.52,0.0,2017,5229.43,1.4,0.0862970155470375,10
2903,17644,2018-02-04,Boise,organic,76.84,590.46,0.0,2018,2594.9,1.8,0.019763581893119442,2
1861,16602,2017-11-19,Plains,organic,2835.23,14769.82,48.37,2017,48924.81,1.8,0.027506403788345683,11
2810,17551,2017-12-24,WestTexNewMexico,organic,1904.47,2246.26,0.0,2017,16740.76,1.85,0.021279411667503027,12
1045,15786,2017-04-09,Indianapolis,organic,301.9,1339.32,0.0,2017,7728.45,1.06,0.04597041172053529,4
856,15597,2017-11-05,HarrisburgScranton,organic,256.08,154.47,5.48,2017,18723.45,1.61,0.08908152178774231,11
141,14882,2017-04-30,BaltimoreWashington,organic,1412.92,11979.18,192.69,2017,25696.88,2.15,0.03262592128791186,4
1703,16444,2017-11-12,Philadelphia,organic,1980.93,3165.97,3.73,2017,26266.81,1.7,0.06861851131158225,11
1528,16269,2017-02-26,NewYork,organic,14208.53,48448.61,164.07,2017,91212.34,1.77,0.06844721154557254,2
3401,18142,2018-03-18,SouthCentral,organic,27820.2,6264.66,0.0,2018,154056.32,1.28,0.022880103027379858,3
3181,17922,2018-01-21,Nashville,organic,59.53,2081.22,0.0,2018,8546.3,1.68,0.03030388775374448,1
2503,17244,2017-10-08,Spokane,organic,236.06,946.35,0.0,2017,2803.12,2.74,0.04741486706221909,10
1056,15797,2017-01-22,Indianapolis,organic,139.19,1459.2,0.0,2017,7308.25,0.84,0.03449255926837125,1
1113,15854,2017-12-31,LasVegas,organic,1479.66,1733.93,0.0,2017,9413.05,1.55,0.0312377607400014,12
2404,17145,2017-08-20,SouthCentral,organic,29483.18,5017.19,0.0,2017,115769.96,1.64,0.02094005618799444,8
2040,16781,2017-07-02,RichmondNorfolk,organic,649.11,4909.0,127.57,2017,10106.75,1.84,0.037814910832689175,7
1279,16020,2017-11-12,MiamiFtLauderdale,organic,126.7,908.55,0.0,2017,6563.71,1.94,0.012630468896471458,11
477,15218,2017-12-31,CincinnatiDayton,organic,483.32,4217.86,0.0,2017,14495.2,1.36,0.04953534810071214,12
148,14889,2017-03-12,BaltimoreWashington,organic,1146.72,6980.5,270.77,2017,17418.01,2.12,0.022296434394098008,3
3065,17806,2018-03-18,HartfordSpringfield,organic,537.35,22724.89,0.0,2018,31736.66,1.88,0.09321896643417428,3
1421,16162,2017-03-05,Nashville,organic,481.81,1790.33,0.0,2017,17135.45,0.51,0.043221144010305856,3
963,15704,2017-10-29,Houston,organic,5552.59,163.01,0.0,2017,22367.66,1.82,0.019470957139182562,10
1964,16705,2017-12-10,RaleighGreensboro,organic,59.16,4370.67,158.91,2017,11025.4,2.12,0.029959856335948217,12
1103,15844,2017-03-05,Jacksonville,organic,854.82,95.83,1.28,2017,2930.17,1.67,0.021308408741089413,3
1736,16477,2017-03-26,Philadelphia,organic,3649.96,6356.03,2.05,2017,16770.93,2.18,0.04227312763871016,3
2054,16795,2017-03-26,RichmondNorfolk,organic,674.2,4196.02,197.7,2017,15307.02,1.06,0.055940051288485226,3
81,14822,2017-06-18,Atlanta,organic,852.47,9300.22,0.0,2017,23485.92,1.49,0.04548693272720028,6
1032,15773,2017-07-09,Indianapolis,organic,74.91,1186.42,0.0,2017,6897.96,1.38,0.031942996100922105,7
2605,17346,2017-11-05,Syracuse,organic,76.51,38.25,0.0,2017,5329.36,1.38,0.0929148374222224,11
3139,17880,2018-03-04,Louisville,organic,13.39,1011.72,0.0,2018,5076.9,1.43,0.049651522963572566,3
3207,17948,2018-01-07,NewYork,organic,6158.73,19251.81,47.04,2018,82637.97,1.97,0.060314478834630265,1
561,15302,2017-05-28,Columbus,organic,644.63,3161.32,0.0,2017,12422.96,1.51,0.0637109439065976,5
3453,18194,2018-02-18,Syracuse,organic,310.36,84.43,0.0,2018,5092.83,1.3,0.07188171090675177,2
3429,18170,2018-02-18,Spokane,organic,271.98,1421.43,0.0,2018,4747.13,1.64,0.05653301011040258,2
2595,17336,2017-01-08,StLouis,organic,1559.52,325.05,0.0,2017,4065.65,1.67,0.02594872088790812,1
381,15122,2017-10-22,Charlotte,organic,36.2,4320.47,181.26,2017,11569.34,2.08,0.06434322646020041,10
586,15327,2017-12-10,DallasFtWorth,organic,3195.45,333.74,0.0,2017,16639.95,1.53,0.012751693436107379,12
2999,17740,2018-02-04,DallasFtWorth,organic,4977.37,561.14,0.0,2018,28070.22,1.37,0.014669786120584559,2
2523,17264,2017-05-21,Spokane,organic,319.75,1148.21,68.52,2017,4711.98,1.53,0.04858458641267294,5
2250,16991,2017-07-16,SanFrancisco,organic,4163.34,5797.11,0.0,2017,14099.42,2.4,0.0188891804700454,7
419,15160,2017-01-29,Charlotte,organic,131.99,4705.7,520.72,2017,10053.43,1.5,0.044949098541530515,1
3433,18174,2018-01-21,Spokane,organic,227.35,1340.5,0.0,2018,4532.08,1.76,0.04137474946899389,1
3115,17856,2018-03-04,LasVegas,organic,1575.2,2190.42,0.0,2018,11529.02,1.66,0.03011774557793168,3
2968,17709,2018-03-25,CincinnatiDayton,organic,728.9,4308.74,0.0,2018,15502.38,1.66,0.052950648861812666,3
553,15294,2017-07-23,Columbus,organic,506.35,3600.62,0.0,2017,12071.52,1.73,0.0805548576570696,7
743,15484,2017-12-24,GrandRapids,organic,32.77,1067.24,0.0,2017,7774.3,1.3,0.056127967983890185,12
430,15171,2017-11-19,Chicago,organic,29.29,20559.98,0.0,2017,27898.67,1.79,0.04779046196342829,11
591,15332,2017-11-05,DallasFtWorth,organic,4533.05,324.41,0.0,2017,18268.65,1.64,0.015738411002043096,11
690,15431,2017-12-24,Detroit,organic,389.59,2494.02,0.0,2017,18289.06,1.37,0.05779716570126636,12
3014,17755,2018-01-14,Denver,organic,8395.91,839.11,53.61,2018,36501.82,1.53,0.035109912448997305,1
1174,15915,2017-11-05,LosAngeles,organic,7315.42,31324.47,0.0,2017,73723.79,1.72,0.026663555789074308,11
2410,17151,2017-07-09,SouthCentral,organic,35464.23,7272.31,0.0,2017,180648.11,1.13,0.024492614555454928,7
2779,17520,2017-07-23,West,organic,29482.82,57477.12,1244.18,2017,162321.68,2.16,0.025074398338956302,7
2391,17132,2017-11-19,SouthCentral,organic,22430.41,3239.93,0.0,2017,115865.76,1.54,0.02326527896839237,11
2142,16883,2017-07-30,Sacramento,organic,811.56,2096.87,0.0,2017,5676.06,1.86,0.011149441439709971,7
2668,17409,2017-08-27,Tampa,organic,31.26,23.68,0.0,2017,3287.16,1.6,0.011142427631387286,8
1088,15829,2017-06-18,Jacksonville,organic,551.12,2353.13,2.42,2017,4177.79,2.23,0.026920425588345287,6
2982,17723,2018-03-11,Columbus,organic,820.89,10737.83,0.0,2018,26620.79,1.26,0.1115106581673101,3
592,15333,2017-10-29,DallasFtWorth,organic,4525.31,322.02,0.0,2017,20558.95,1.67,0.018828519439735736,10
2167,16908,2017-02-05,Sacramento,organic,2241.28,5057.01,0.0,2017,7712.27,1.6,0.009445279028538091,2
1577,16318,2017-03-26,Northeast,organic,18318.35,55899.67,86.39,2017,191466.91,2.1,0.04593005140168338,3
2963,17704,2018-02-04,Chicago,organic,313.29,32668.25,0.0,2018,46956.84,1.62,0.02538752109310538,2
177,14918,2017-08-27,Boise,organic,110.96,503.61,0.0,2017,1643.45,2.75,0.017218459924033147,8
1091,15832,2017-05-28,Jacksonville,organic,1322.11,165.26,6.12,2017,5786.49,2.09,0.030881915707834832,5
2462,17203,2017-07-16,Southeast,organic,1230.72,21752.43,156.17,2017,70097.22,1.78,0.019545431630435872,7
233,14974,2017-08-06,Boston,organic,7.5,1198.39,0.0,2017,22037.86,1.61,0.03515951125065242,8
762,15503,2017-08-13,GrandRapids,organic,39.88,347.91,0.0,2017,7534.9,1.18,0.05676097751911546,8
1014,15755,2017-11-12,Indianapolis,organic,186.3,1175.14,0.0,2017,8255.79,1.49,0.03924138242122921,11
452,15193,2017-06-18,Chicago,organic,47.8,34824.05,0.0,2017,36015.84,1.98,0.040088923093941416,6
732,15473,2017-03-05,Detroit,organic,717.57,4138.84,0.0,2017,50890.73,0.48,0.1172430839782954,3
731,15472,2017-03-12,Detroit,organic,765.67,5012.62,0.0,2017,27596.38,0.7,0.10382091913053926,3
3152,17893,2018-02-25,MiamiFtLauderdale,organic,652.89,894.42,0.0,2018,10821.89,1.6,0.016445256236929162,2
276,15017,2017-10-15,BuffaloRochester,organic,158.88,153.55,0.0,2017,12929.64,1.33,0.12954198569648334,10
2079,16820,2017-10-08,Roanoke,organic,228.36,1675.12,0.0,2017,8206.5,1.72,0.08594536444856092,10
2231,16972,2017-11-26,SanFrancisco,organic,8640.78,6277.06,0.0,2017,15701.21,2.06,0.02428121505156622,11
2416,17157,2017-05-28,SouthCentral,organic,32930.32,18293.4,0.0,2017,187973.68,1.19,0.02790161661921875,5
1782,16523,2017-05-14,PhoenixTucson,organic,4909.91,4204.5,0.0,2017,10801.99,1.78,0.008258899758325609,5
2597,17338,2017-12-31,Syracuse,organic,51.97,54.57,0.0,2017,4873.1,1.2,0.07620157710415554,12
